,id,query,product_title,product_description,median_relevance
32,32,storage drawers,Threshold 2 Drawer Large Milk Crate s/2,"Add some stylish storage to your space with the Threshold 2 Drawer Large Milk Crate. This woven paper rope dresser is very durable and sturdy and can hold an ample amount of supplies, accessories, office equipment, clothing and more. Stack several of these storage drawers together and transform your closet or living space into a customized oasis organization.",4
33,33,car window sticker,US Navy Bumper Sticker,"Show your support for our troops by displaying this bumper sticker on your car or even home or business window. These products are prized not only by military members, but also by the families, and supporters of our country",2
34,34,punch bowls,Corelle Impressions Callaway Serving Bowl,,2
35,35,cuisinart coffee maker,Cuisinart DCC-1100 - coffee maker - white,"This classically designed coffeemaker is accented with stainless steel for a look that is sure to enhance your countertop. The 12-cup carafe features an ergonomic handle, dripless spout and knuckle guard for comfortable, drip-free pouring. Fully automatic, the DCC-1100 has 24-hour programmability and 1-4 cup setting for those times when you don't need a full cup of coffee. The Brew Pause feature lets you pour a cup before brewing is completed, while the gold tone coffee filter and charcoal water filter ensure fresh, delicious tasting coffee.",4
36,36,projector,"InFocus Projector Lamp for IN3924, IN3926","InFocus Lamps Rule!
We want you to have the best experience possible with your InFocus projector, and using lamps that aren't authentic can do bad stuff to it. We don't want that. You don't want that.
So we take extra care to make sure every InFocus Certified Lamp gives you the best performance and value possible. It's the cool thing to do.",4
37,37,eye cream,Shiseido White Lucent Anti-Dark Circles/Puffiness Eye Cream 15ml/.53oz Full Size,,4
38,38,portable hard drive,EDGE DiskGO Portable - hard drive - 1 TB - USB 2.0,"EDGE DiskGO 1 TB 2.5 External Hard Drive - USB 2.0 - Hot Swappable

EDGE DiskGO 1 TB 2.5 External Hard Drive - USB 2.0 - Hot Swappable",4
39,39,electric blanket,Sunbeam Heated Electric Blanket Channeled Microplush King Size Slate Grey,"Indulge in the rich softness of the Sunbeam Channeled Microplush Heated Blanket in Slate Grey, King Size. The ultra-soft microplush fabric is smooth to the touch, the stylish channel pattern and hemmed edges finish off the blanket with sophistication. Personalized heat settings prepare for a restful night of soothing comfort and elegance. The thermofine warming system of the blanket monitors temperature and auto-adjusts to keep the level of warmth consistent throughout the night.
Sunbeam blankets also allow you to save up to 10 percent a year on your heating bills by turning on your heated blanket and setting your thermostat down by 10-15 percent for 8 hours while sleeping. The blanket includes 10 heating levels, while an easy-to-operate control makes it simple to find exactly the right setting. For easy care, the blanket is fully machine washable and dryer safe. Made of 100 percent polyester. Includes a 5 Year Limited Warranty from Sunbeam.
-Twin (62 in x 83 in) Single Heating Control
-Full (72 in x 83 in) Single Heating Control
-Queen (84 in x 89 in) Dual Heating Controls
-King (100 in x 89 in) Dual Heating Controls",4
40,40,ice cream maker,Cooks Essentials Ice Cream Maker 1 qt Fully Automatic Ice Cream Maker,"Make your own custom ice cream flavors in no time at all with this fully automatic ice cream maker. Just pour fruit or candy into the built-in pour spout, and in mere minutes, you'll enjoy a fresh, homemade frozen treat.",4
41,41,chocolate molds,Paderno World Cuisine 2.38'' Egg Chocolate Mold (Set of 2),"WCS6122
Features
Material: Plastic
Thermal resistant and shock resistant
Easy to clean
Smooth and glossy finish
Color: Brown
Material: Plastic
Product Type: Decorative Molds

Dimensions
Overall Height - Top to Bottom: 2.38 Inches
Overall Width - Side to Side: 3.13 Inches
Overall Depth - Front to Back: 2.38 Inches
Overall Product Weight: 0.3 Pounds",4
42,42,blendtec,Blendtec Classic 575 Blender with Fourside Jar,"ITEM#: 17071229
Blendtec's Classic 575 Blender is a commercial-quality 1,560-watt countertop blender with a 3HP direct-drive motor. It features preprogrammed blending cycles, digital touchpad controls and auto shutoff. It comes with a 2-quart blending jar with a secure fitting lid.

    2-prong stainless-steel blade spins at up to 29,000 RPM
    2-quart square blending jar with secure-fitting lid
    User guide and recipes included
    Brand: Blendtec
    Included items: One (1) blender, one (1) jar
    Type: Blender
    Color: Black
    Style: Commercial
    Settings: Eight (8)
    Display: Digital
    Wattage: 1560 watts
    Capacity: 2 quarts
    Model: 9002559
    Dimensions: 15.5 inches high x 7 inches wide x 8 inches long",4
43,43,solar battery charger,GSM Cyclops Solar Solutions 2 Watt 12 Volt Amorphous Solar Panel Battery Trickle Charger,"Cyclops 12-Watt/12-Volt Amorphous solar panel efficiently charges in all weather conditions including cloudy days. Maintenance free operation prevents natural drain of batteries over time. Plugs into 12-Volt DC plug or directly to battery. Specifications: 8.5 in. x 16.0 in., weighs less than 7 lbs.",4
44,44,metal lathe,"TAP MAGIC 60016C Cutting Oil, 16 oz, Non-Aerosol Spray Btl","Cutting Oils, Cutting Oil, Metal Cutting Fluid-Biodegradable, 16 oz., Non-Aerosol Spray Bottle, Amber, Fragrance Mild Odor, Specific Gravity 1.0, Flash Point 610 Degrees F, Viscosity 125, Drilling, Tapping, Reaming, Broaching, Lathe Work, Mill Work, Hacksaw, Band Saw, OSHA Hazard Communication",1
45,45,plantronics corded headset,Plantronics Blackwire 700 Series Bluetooth-enabled Corded USB Headset,"The Blackwire 700 Series is the versatile UC headset that offers high-quality PC audio and seamless Bluetooth connectivity to mobile phones and tablets. Enjoy unmatched audio quality, industry-first Smart Sensor technology that automatically answers a call when you put on the headset, and a detachable cable for taking your mobile calls throughout the office.",4
46,46,nike womens,Nike Pro Cropped Leggings,,2
47,47,victoria secret pink shorts,No Boundaries Juniors Yoga Shorts,"No Boundaries Juniors Yoga Shorts are a convenient option for active lifestyles. They have a cool, casual look with a fold-over waistband and a variety of colorful designs to choose from. These shorts are made from 95 percent cotton and 5 percent spandex for a fabric that's soft, stretchy and form-fitting. They're also machine washable for easy care. With a cute appearance and a soft, comfortable design, these No Boundaries yoga shorts are a good choice for various activities.",1
48,48,mens dress shirts,Men's Tailored Fit Button Collar Dress Shirt - Merona,The Leopard Print High Heels are a great pair of shoes to match almost any jungle cat costume with. These can be worn to help create your own cat costume or finish up an existing one. These feature five inch heels.-----Leopard Print High Heels,4
49,49,aqua shoes,Women's Skechers GOwalk Blend Aqua,"Skechers GOwalk - Blend elevates the natural walking experience, allowing you to interact with and respond to practically any surface, while offering the additional benefit of real world protection. Skech-Knit Mesh fabric upper, Memory Form Fit design with Memory Foam comfort. Innovative placement allows the GOimpulse sensors to move together and independently. Promotes a natural stride. Radically lightweight - No extra material, no extra weight. 360 Degree Responsive Flexibility - SKECHERS GOwalk flexes and twists. Sockless Walking - Integrated OrthoLite® anti-microbial sockliner helps inhibit odor and prevent slippage. Roomier Forefoot - Extra space to reduce friction . Resalyte™ Midsole - Proprietary lightweight midsole compound provides impact absorption. Memory Form Fit design with Memory Foam full length insole, heel and instep padding for impressive comfort. Machine washable for easy care. Nearly seamless design. Pull on heel loop . Soft smooth fabric shoe lining for easy barefoot wear. Memory Foam padding at instep and heel interior for custom-feel fit. Weight: Radically lightweight 3 3/4 oz per shoe based on a women's size 7.",3
50,50,rachel ray cookware,Rachael Ray Green Stoneware 4-pc. 10-oz. Bubble & Brown  Singles Set,"Excite your dinner guests by serving your favorite baked dish in these BUBBLE & BROWN™ SINGLES. It will be a personal touch they'll be sure to remember. Features: Multiple Use Stoneware - Dishwasher, microwave, freezer safe and oven safe to 500°F for convenience and versatility. The glazed interior is non porous so foods won't interact. Contemporary Design - Contemporary, playful shape in a vibrant and fun color goes directly from oven to table. Shallow sides result in crunch tops for each serving. Flared Handles - Flared handles allow you to get a good grip from any angle. Perfect Portions - Add a personal touch to your meal by creating individual 10 ounce portions of your favorite dish for you and your guest. In a short time, Rachael Ray has radically changed the way America cooks dinner. Her perky girl-next-door swagger, her catch phrases for techniques, and her dinner ideology of simpler, less expensive and just-in-time have sold billions of books and made her one of the top personalities in food television. Origin: China Material: Stoneware : This item is typically shipped within 2 business days.",2
51,51,sleeping bags,Coleman Brazos Cold Weather Sleeping Bag,"Camping in cold weather? Then let the Coleman Brazos Cold Weather Sleeping Bag wrap you in warmth. This cold weather sleeping bag keeps you warm when outdoor temperatures reach 20F. It has a polyester cover and soft tricot-knit lining, perfect for camping. The plush insulation filling won't shift and the 2-sided zipper is snag proof and traps in your heat. On warmer nights, just unzip the foot to create ventilation. When you're ready to roll, a special technology keeps this bag in place, so packing up is easy. This Coleman sleeping bag is recommended for camping enthusiasts up to 5-feet 11-inches tall. The cold weather sleeping bag is soft, warm, comfortable and machine washable.
Features: Two-Way Zipper
Includes: Carrying Bag
Lowest Temperature Rating: 20º
Closure Type: Side Zipper, 2-Sided Zip
Shell Material: Polyester
( 100 %)
( 100 %)
Fill Material Weight: 4 lbs.
Care and Cleaning: Machine Wash Cold
Manufacturer's Suggested Age: 12 Years and Up
Dimensions: 75.0 "" L x 33.0 "" W x 3.0 "" H
Packed Dimensions: 19.9 "" L x 10.4",4
52,52,flower bulbs,Environmental Seed DFM/LOW-WF number32 4 Oz Low Growing Wildflower Seed Mixture,Mixture of wildflowers for the Pacific Northwest low growing wildflowers.,3
53,53,zippo,Zippo NFL Seahawks Lighter,Now you can feel closer than ever to your favorite professional football team with the Zippo NFL Seahawks Lighter. This quality product features a unique windproof design so it can be used nearly anywhere. It also comes with a lifetime guarantee. This classic Zippo lighter offers a superior build quality and a refillable gas chamber wrapped together in a stylish chrome exterior.,4
54,54,ps3 memory card,SanDisk - flash memory card - 16 GB - SDHC,"SanDisk SDHC memory cards are a great choice to capture and store your favorite pictures and videos on standard point and shoot cameras. These cards are completely compatible with cameras, laptops, tablets and other devices that support the SDHC format and are capable of recording hours of HD video (720p).",2
55,55,kitchen faucet,Kohler K-15172-P-CP Polished Chrome Coralais Single Handle Kitchen Faucet with Side Spray from the Coralais Series K-15172-P,"Coralais single-control kitchen sink faucet with 8-1/2"" spout, color-matched sidespray, ground joints and lever handle Offering convenience, quality and style at a competitive price, this Coralais kitchen sink faucet brings sleek design continuity to the kitchen, and features an 8-1/2"" swing spout and sidespray. A single-lever handle completes the look. One-piece ceramic valve resists debris and hard water buildup High-temperature limit stop allows you to preset a comfortable maximum temperature to eliminate scalding Temperature memory enables water to be turned on/off at any temperature setting All-metal construction ensures durability and long life Low-flow aerator option available (please see latest price book)",4
56,56,eye cream,Obagi Elastiderm Eye Treatment Cream 0.5 oz / 15g Authentic NiB Sealed [5],,4
57,57,decorative pillows,Surya Solid Color Decorative Pillows Charcoal 22x22 Down Fill,"Rugs. Web exclusive! Add a fun, colorful touch to your sofa, loveseat or bed with this decorative pillow. Stylish yet simple, this Surya toss pillow will make a perfect accent for your bedroom or living room. Each solid color pillow has a slight slub finish. Featured in turquoise Choose from an 18"" square pillow or a 22"" square pillow Addition ally, choose from a pillow with polyester fill or down fill Polyester cover is removable Spot clean Imported",4
58,58,high chairs,Badger Basket Envee Baby High Chair/ Play Table in Pink,"This pretty pink baby high chair will last for your childs first six years. The table has a removable, dishwasher-safe insert for easy and hygienic cleaning. The polyester foam padding of the seat ensures your precious little one will be comfortable.",4
59,59,khaki pants,Tommy Hilfiger Pants Khaki Cotton Trim Fit,"Dress for work in an instant with classic cotton trousers from Tommy Hilfiger.
Cotton/spandex
Dry clean
Imported
Tommy Hilfiger poplin pants
Slim fit
Flat front
Zip fly; belt loops
Side slit pockets; button-through back pocket",2
60,60,microwave,"RCA 1.1-cu ft Microwave, Stainless Steel","Quickly and consistently heat your meals with RCA 1.1-cu ft Microwave. This high-powered RCA Microwave features a weight and speed defrost for your convenience, so it's great for quickly defrosting frozen cuts of meat and vegetables. It also has ten power levels and nine automatic cooking menus for fast and simple heating and cooking. Plus, this stainless steel microwave has a 12/24 hour digital clock and 99-minute digital timer, so you can keep an eye on the time.


RCA 1.1-cu ft Microwave, Stainless Steel:

    Stainless steel microwave is equipped with 10 power levels for
    Speed and weight defrost for your convenience
    Nine automatic cooking menus for a variety of meals
    12/24 hour digital clock and 99-minute digital timer helps you keep an eye on the time
    1000W
    1.1-cu ft
    RCA Microwave comes with a 1-year parts and labor warranty
    23.5"" x 18.75"" x 14""
    RCA 1.1-cu ft Microwave Model# RMW1108",4
